CID,POSTALCODE,LOTSIZEACRES,YEARBUILT,BEDS,BATHS,SALESPRICE,SALEDATE,LOANAMOUNT,LENDERTYPE,LOANTYPE,PROPERTYTYPE,ESTIMATEDVALUE,ESTIMATIONDATE,CONFIDENCESCORE
060005312801,92405,0.172,1936,2,1.00,45000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,216015,Other (company or corporation),FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,216015,Other (company or corporation),FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,216015,Other (company or corporation),FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,216015,Other (company or corporation),FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,216015,Other (company or corporation),FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,216015,Other (company or corporation),FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,216015,Other (company or corporation),FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,71250,Bank,Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,71250,Bank,Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,71250,Bank,Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,71250,Bank,Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,71250,Bank,Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,71250,Bank,Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,71250,Bank,Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,225000,Mortgage company,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,225000,Mortgage company,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,225000,Mortgage company,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,225000,Mortgage company,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,225000,Mortgage company,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,225000,Mortgage company,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,225000,Mortgage company,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,103377,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,103377,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,103377,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,103377,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,103377,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,103377,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,103377,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,3150,"Government (FHA, VA, etc.) - used when the actual Lender servicing the loan on behalf of the government agency cannot be determined. If the Lending institution can be determined then the Lender Code will reflect the institution.",Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,3150,"Government (FHA, VA, etc.) - used when the actual Lender servicing the loan on behalf of the government agency cannot be determined. If the Lending institution can be determined then the Lender Code will reflect the institution.",Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,3150,"Government (FHA, VA, etc.) - used when the actual Lender servicing the loan on behalf of the government agency cannot be determined. If the Lending institution can be determined then the Lender Code will reflect the institution.",Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,3150,"Government (FHA, VA, etc.) - used when the actual Lender servicing the loan on behalf of the government agency cannot be determined. If the Lending institution can be determined then the Lender Code will reflect the institution.",Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,3150,"Government (FHA, VA, etc.) - used when the actual Lender servicing the loan on behalf of the government agency cannot be determined. If the Lending institution can be determined then the Lender Code will reflect the institution.",Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,3150,"Government (FHA, VA, etc.) - used when the actual Lender servicing the loan on behalf of the government agency cannot be determined. If the Lending institution can be determined then the Lender Code will reflect the institution.",Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,3150,"Government (FHA, VA, etc.) - used when the actual Lender servicing the loan on behalf of the government agency cannot be determined. If the Lending institution can be determined then the Lender Code will reflect the institution.",Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,6549,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,6549,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,6549,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,6549,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,6549,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,6549,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,6549,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,166400,Subprime Lender,Stand Alone Refi (Refinance of Original Loan),Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,166400,Subprime Lender,Stand Alone Refi (Refinance of Original Loan),Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,166400,Subprime Lender,Stand Alone Refi (Refinance of Original Loan),Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,166400,Subprime Lender,Stand Alone Refi (Refinance of Original Loan),Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,166400,Subprime Lender,Stand Alone Refi (Refinance of Original Loan),Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,166400,Subprime Lender,Stand Alone Refi (Refinance of Original Loan),Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,166400,Subprime Lender,Stand Alone Refi (Refinance of Original Loan),Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,414356,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,414356,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,414356,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,414356,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,414356,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,414356,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,414356,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,216015,Other (company or corporation),FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,216015,Other (company or corporation),FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,216015,Other (company or corporation),FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,216015,Other (company or corporation),FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,216015,Other (company or corporation),FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,216015,Other (company or corporation),FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,216015,Other (company or corporation),FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,71250,Bank,Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,71250,Bank,Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,71250,Bank,Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,71250,Bank,Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,71250,Bank,Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,71250,Bank,Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,71250,Bank,Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,225000,Mortgage company,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,225000,Mortgage company,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,225000,Mortgage company,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,225000,Mortgage company,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,225000,Mortgage company,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,225000,Mortgage company,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,225000,Mortgage company,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,103377,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,103377,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,103377,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,103377,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,103377,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,103377,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,103377,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,3150,"Government (FHA, VA, etc.) - used when the actual Lender servicing the loan on behalf of the government agency cannot be determined. If the Lending institution can be determined then the Lender Code will reflect the institution.",Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,3150,"Government (FHA, VA, etc.) - used when the actual Lender servicing the loan on behalf of the government agency cannot be determined. If the Lending institution can be determined then the Lender Code will reflect the institution.",Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,3150,"Government (FHA, VA, etc.) - used when the actual Lender servicing the loan on behalf of the government agency cannot be determined. If the Lending institution can be determined then the Lender Code will reflect the institution.",Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,3150,"Government (FHA, VA, etc.) - used when the actual Lender servicing the loan on behalf of the government agency cannot be determined. If the Lending institution can be determined then the Lender Code will reflect the institution.",Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,3150,"Government (FHA, VA, etc.) - used when the actual Lender servicing the loan on behalf of the government agency cannot be determined. If the Lending institution can be determined then the Lender Code will reflect the institution.",Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,3150,"Government (FHA, VA, etc.) - used when the actual Lender servicing the loan on behalf of the government agency cannot be determined. If the Lending institution can be determined then the Lender Code will reflect the institution.",Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,3150,"Government (FHA, VA, etc.) - used when the actual Lender servicing the loan on behalf of the government agency cannot be determined. If the Lending institution can be determined then the Lender Code will reflect the institution.",Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,6549,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,6549,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,6549,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,6549,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,6549,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,6549,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,6549,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,166400,Subprime Lender,Stand Alone Refi (Refinance of Original Loan),Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,166400,Subprime Lender,Stand Alone Refi (Refinance of Original Loan),Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,166400,Subprime Lender,Stand Alone Refi (Refinance of Original Loan),Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,166400,Subprime Lender,Stand Alone Refi (Refinance of Original Loan),Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,166400,Subprime Lender,Stand Alone Refi (Refinance of Original Loan),Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,166400,Subprime Lender,Stand Alone Refi (Refinance of Original Loan),Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,166400,Subprime Lender,Stand Alone Refi (Refinance of Original Loan),Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,414356,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,414356,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,414356,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,414356,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,414356,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,414356,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,414356,Mortgage company,FHA,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,10500,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,299000,Subprime Lender,Balloon,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,72550,Lending institution,New Conventional,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,45000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,95000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,220000,20240706,10000,Private Party (individual),Stand Alone Second,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,422000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,22000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,148406,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
060005312801,92405,0.172,1936,2,1.00,105000,20240706,12000,Private Party (individual),Unknown,Residential,503585,20250601,95
